col0;Cat1;Cat2;Cat3;id;caption
;ambient;amb_qu_ep2_barghests.bnk;;amb_qu_ep2_barghests.bnk:amb_qu_ep2_barghests_distant_howling;amb_qu_ep2_barghests_distant_howling
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_crowd_2_city_FL;amb_dyn_bob_EXT_crowd_2_city_FL
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_crowd_2_city_FR;amb_dyn_bob_EXT_crowd_2_city_FR
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_crowd_2_city_RL;amb_dyn_bob_EXT_crowd_2_city_RL
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_crowd_2_city_RR;amb_dyn_bob_EXT_crowd_2_city_RR
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_district_crowd_2_city_FL;amb_dyn_bob_EXT_district_crowd_2_city_FL
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_district_crowd_2_city_FR;amb_dyn_bob_EXT_district_crowd_2_city_FR
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_district_crowd_2_city_RL;amb_dyn_bob_EXT_district_crowd_2_city_RL
;ambient;amb_dyn_bob_crowd_city_ext_2.bnk;;amb_dyn_bob_crowd_city_ext_2.bnk:amb_dyn_bob_EXT_district_crowd_2_city_RR;amb_dyn_bob_EXT_district_crowd_2_city_RR
;ambient;amb_dyn_ep1_leshen_forest.bnk;;amb_dyn_ep1_leshen_forest.bnk:amb_dyn_ep1_leshen_forest_spooky_1;amb_dyn_ep1_leshen_forest_spooky_1
;ambient;amb_dyn_earth_rumble.bnk;;amb_dyn_earth_rumble.bnk:amb_dyn_earth_rumble_EXT_250m;amb_dyn_earth_rumble_EXT_250m
;ambient;amb_dyn_earth_rumble.bnk;;amb_dyn_earth_rumble.bnk:amb_dyn_earth_rumble_INT_30m;amb_dyn_earth_rumble_INT_30m
;ambient;amb_qu_battle_wild_hunt.bnk;;amb_qu_battle_wild_hunt.bnk:amb_qu_battle_wild_hunt_80m;amb_qu_battle_wild_hunt_80m
;ambient;amb_dyn_bob_crowd_city_ext_market_1.bnk;;amb_dyn_bob_crowd_city_ext_market_1.bnk:amb_dyn_bob_EXT_crowd_city_market_1_FL;amb_dyn_bob_EXT_crowd_city_market_1_FL
;ambient;amb_dyn_bob_crowd_city_ext_market_1.bnk;;amb_dyn_bob_crowd_city_ext_market_1.bnk:amb_dyn_bob_EXT_crowd_city_market_1_FR;amb_dyn_bob_EXT_crowd_city_market_1_FR
;ambient;amb_dyn_bob_crowd_city_ext_market_1.bnk;;amb_dyn_bob_crowd_city_ext_market_1.bnk:amb_dyn_bob_EXT_crowd_city_market_1_RL;amb_dyn_bob_EXT_crowd_city_market_1_RL
;ambient;amb_dyn_bob_crowd_city_ext_market_1.bnk;;amb_dyn_bob_crowd_city_ext_market_1.bnk:amb_dyn_bob_EXT_crowd_city_market_1_RR;amb_dyn_bob_EXT_crowd_city_market_1_RR
;ambient;amb_dyn_bob_cave_waterfall.bnk;;amb_dyn_bob_cave_waterfall.bnk:amb_dyn_bob_cave_waterfall_int;amb_dyn_bob_cave_waterfall_int
;ambient;amb_dyn_bob_cave_waterfall.bnk;;amb_dyn_bob_cave_waterfall.bnk:amb_dyn_bob_cave_waterfall_small_int;amb_dyn_bob_cave_waterfall_small_int
;ambient;amb_qu_ep2_ghouls_in_cave.bnk;;amb_qu_ep2_ghouls_in_cave.bnk:amb_qu_ep2_ghouls_in_cave_EXT;amb_qu_ep2_ghouls_in_cave_EXT
;ambient;amb_qu_ep2_ghouls_in_cave.bnk;;amb_qu_ep2_ghouls_in_cave.bnk:amb_qu_ep2_ghouls_in_cave_INT;amb_qu_ep2_ghouls_in_cave_INT
;ambient;amb_dyn_global_ocean.bnk;;amb_dyn_global_ocean.bnk:amb_dyn_g_water_ocean_beach_border;amb_dyn_g_water_ocean_beach_border
;ambient;amb_dyn_global_ocean.bnk;;amb_dyn_global_ocean.bnk:amb_dyn_g_water_ocean_cliff_border;amb_dyn_g_water_ocean_cliff_border
;ambient;amb_dyn_global_ocean.bnk;;amb_dyn_global_ocean.bnk:amb_dyn_g_water_ocean_global;amb_dyn_g_water_ocean_global
;ambient;amb_dyn_global_ocean.bnk;;amb_dyn_global_ocean.bnk:amb_sk_qu_202_water_ocean_border_loop_start;amb_sk_qu_202_water_ocean_border_loop_start
;ambient;amb_dyn_global_ocean.bnk;;amb_dyn_global_ocean.bnk:amb_sk_qu_202_water_ocean_border_loop_stop;amb_sk_qu_202_water_ocean_border_loop_stop
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_bubbles_20m_loop;amb_qu_cooking_bubbles_20m_loop
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_bubbles_20m_loop_end;amb_qu_cooking_bubbles_20m_loop_end
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_soup_boiling_20m_loop;amb_qu_cooking_soup_boiling_20m_loop
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_soup_boiling_20m_loop_end;amb_qu_cooking_soup_boiling_20m_loop_end
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_soup_boiling_20m_loop_quiet;amb_qu_cooking_soup_boiling_20m_loop_quiet
;ambient;amb_qu_cooking.bnk;;amb_qu_cooking.bnk:amb_qu_cooking_soup_boiling_20m_loop_quiet_end;amb_qu_cooking_soup_boiling_20m_loop_quiet_end
;ambient;amb_dyn_mysterious_exhale.bnk;;amb_dyn_mysterious_exhale.bnk:amb_dyn_mysterious_exhale_EXT_EM;amb_dyn_mysterious_exhale_EXT_EM
;ambient;amb_qu_crowd_angry_light.bnk;;amb_qu_crowd_angry_light.bnk:amb_qu_EXT_EM_crowd_angry_light_30m;amb_qu_EXT_EM_crowd_angry_light_30m
;ambient;amb_bob_bg_09_w.bnk;;amb_bob_bg_09_w.bnk:amb_bob_BG_09W_meadow_FL_plus_add;amb_bob_BG_09W_meadow_FL_plus_add
;ambient;amb_bob_bg_09_w.bnk;;amb_bob_bg_09_w.bnk:amb_bob_BG_09W_meadow_FR;amb_bob_BG_09W_meadow_FR
;ambient;amb_bob_bg_09_w.bnk;;amb_bob_bg_09_w.bnk:amb_bob_BG_09W_meadow_RL;amb_bob_BG_09W_meadow_RL
;ambient;amb_bob_bg_09_w.bnk;;amb_bob_bg_09_w.bnk:amb_bob_BG_09W_meadow_RR;amb_bob_BG_09W_meadow_RR
;ambient;amb_bob_bg_07_w.bnk;;amb_bob_bg_07_w.bnk:amb_bob_BG_07W;amb_bob_BG_07W
;ambient;amb_bob_bg_07_w.bnk;;amb_bob_bg_07_w.bnk:amb_bob_BG_07W_plus_add;amb_bob_BG_07W_plus_add
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_fx_anomaly_start;amb_fx_anomaly_start
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_fx_anomaly_stop;amb_fx_anomaly_stop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_animal_insect_flies_05_loop;amb_g_EM_animal_insect_flies_05_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_animal_insect_flies_05_loud_loop;amb_g_EM_animal_insect_flies_05_loud_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_animal_insect_flies_corpse_heavy_loop;amb_g_EM_animal_insect_flies_corpse_heavy_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_animal_insect_flies_corpse_loop;amb_g_EM_animal_insect_flies_corpse_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_chain_medium_1_hanging_loop_loud;amb_g_EM_chain_medium_1_hanging_loop_loud
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_chain_medium_2_hanging_loop_loud;amb_g_EM_chain_medium_2_hanging_loop_loud
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_cordage_clatter;amb_g_EM_cordage_clatter
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_rope_creaks_1;amb_g_EM_rope_creaks_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_rope_creaks_1_no_weather;amb_g_EM_rope_creaks_1_no_weather
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_rope_creaks_1_quiet_15m;amb_g_EM_rope_creaks_1_quiet_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_stone_debris_1;amb_g_EM_stone_debris_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_1;amb_g_EM_tree_deciduous_medium_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_1_quiet;amb_g_EM_tree_deciduous_medium_1_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_2;amb_g_EM_tree_deciduous_medium_2
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_2_quiet;amb_g_EM_tree_deciduous_medium_2_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_dry;amb_g_EM_tree_deciduous_medium_dry
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_dry_rattle;amb_g_EM_tree_deciduous_medium_dry_rattle
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_deciduous_medium_dry_rattle_quiet;amb_g_EM_tree_deciduous_medium_dry_rattle_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_tree_frozen_light_1;amb_g_EM_tree_frozen_light_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_wood_creaks_large;amb_g_EM_wood_creaks_large
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EM_wood_creaks_large_silent;amb_g_EM_wood_creaks_large_silent
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_EMP_wind_blows_sand_1;amb_g_EMP_wind_blows_sand_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_bird_tit_wings_1_often_RND;amb_g_ext_EM_animal_bird_tit_wings_1_often_RND
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_bird_tit_wings_and_call_1_often_RND;amb_g_ext_EM_animal_bird_tit_wings_and_call_1_often_RND
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_bird_tit_wings_and_call_1_rare_RND;amb_g_ext_EM_animal_bird_tit_wings_and_call_1_rare_RND
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_crow_far_1;amb_g_ext_EM_animal_crow_far_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_insect_fly_04;amb_g_ext_EM_animal_insect_fly_04
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_animal_insect_fly_04_150m;amb_g_ext_EM_animal_insect_fly_04_150m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_crowd_muted_heavy;amb_g_ext_EM_crowd_muted_heavy
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_flag_flapping_light;amb_g_ext_EM_flag_flapping_light
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_water_fountain_small_1_loop;amb_g_ext_EM_water_fountain_small_1_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_waterfall_bright_1_loop;amb_g_ext_EM_waterfall_bright_1_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_EM_waterfall_bright_1_loop_no_rev;amb_g_ext_EM_waterfall_bright_1_loop_no_rev
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_forest_conifer_medium_1_40m;amb_g_ext_forest_conifer_medium_1_40m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_ext_forest_deciduous_medium_1_40m;amb_g_ext_forest_deciduous_medium_1_40m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_1s_dust_debris;amb_g_in_1s_dust_debris
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_1s_dust_debris_small;amb_g_in_1s_dust_debris_small
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_basement_pressure_1;amb_g_in_basement_pressure_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_basement_wood_scary1;amb_g_in_basement_wood_scary1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_big_storage_house_1;amb_g_in_big_storage_house_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_castle_hollow_big_1;amb_g_in_castle_hollow_big_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_castle_hollow_medium_1;amb_g_in_castle_hollow_medium_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_castle_room_big_1;amb_g_in_castle_room_big_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_dirt_roots_main;amb_g_in_cave_dirt_roots_main
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_dirt_roots_tunnel1;amb_g_in_cave_dirt_roots_tunnel1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_dirt_roots_water;amb_g_in_cave_dirt_roots_water
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_1;amb_g_in_cave_hollow_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_1_quiet_15m;amb_g_in_cave_hollow_1_quiet_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_1_quiet_tremors_15m;amb_g_in_cave_hollow_1_quiet_tremors_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_1_quiet_wet_15m;amb_g_in_cave_hollow_1_quiet_wet_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_2_tremors_15m;amb_g_in_cave_hollow_2_tremors_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_dust_1;amb_g_in_cave_hollow_dust_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_dust_bats_1;amb_g_in_cave_hollow_dust_bats_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_wet_1;amb_g_in_cave_hollow_wet_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_wet_2;amb_g_in_cave_hollow_wet_2
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_wet_2_bats;amb_g_in_cave_hollow_wet_2_bats
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_hollow_wet_3;amb_g_in_cave_hollow_wet_3
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_loud_dry_bats;amb_g_in_cave_loud_dry_bats
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_loud_wet_monsters;amb_g_in_cave_loud_wet_monsters
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_loud_wet_windy_bats;amb_g_in_cave_loud_wet_windy_bats
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_pressure_wet_bats;amb_g_in_cave_pressure_wet_bats
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_bats_monsters;amb_g_in_cave_warm_bats_monsters
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_dry_windy;amb_g_in_cave_warm_dry_windy
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_dry_windy_5m;amb_g_in_cave_warm_dry_windy_5m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_dry_windy_dust;amb_g_in_cave_warm_dry_windy_dust
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_wet_windy;amb_g_in_cave_warm_wet_windy
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_warm_wet_windy_water;amb_g_in_cave_warm_wet_windy_water
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_1_very_close;amb_g_in_cave_water_1_very_close
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_1_very_close_quiet_8m;amb_g_in_cave_water_1_very_close_quiet_8m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_2_close;amb_g_in_cave_water_2_close
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_2_far;amb_g_in_cave_water_2_far
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_2_far_15m;amb_g_in_cave_water_2_far_15m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_cave_water_2_far_15m_quiet;amb_g_in_cave_water_2_far_15m_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_animal_insect_flies_05_loud_loop;amb_g_in_EM_animal_insect_flies_05_loud_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_animal_insect_flies_05_quiet_loop;amb_g_in_EM_animal_insect_flies_05_quiet_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_animal_insect_fly_04;amb_g_in_EM_animal_insect_fly_04
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_animal_insect_fly_04_quiet;amb_g_in_EM_animal_insect_fly_04_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_chain_medium_1_hanging_loop;amb_g_in_EM_chain_medium_1_hanging_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_chain_medium_2_hanging_loop;amb_g_in_EM_chain_medium_2_hanging_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_dust_debris_1;amb_g_in_EM_dust_debris_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_rain_open;amb_g_in_EM_rain_open
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_scary_debris_1;amb_g_in_EM_scary_debris_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_tree_deciduous_medium_dry_rattle_quiet;amb_g_in_EM_tree_deciduous_medium_dry_rattle_quiet
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_tree_light_25m;amb_g_in_EM_tree_light_25m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_1_loop;amb_g_in_EM_water_drips_1_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_a;amb_g_in_EM_water_drips_a
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_b;amb_g_in_EM_water_drips_b
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_c;amb_g_in_EM_water_drips_c
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_c_loud;amb_g_in_EM_water_drips_c_loud
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_c_loud_lowpass;amb_g_in_EM_water_drips_c_loud_lowpass
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_c_lowpass;amb_g_in_EM_water_drips_c_lowpass
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_c_together_lowpass;amb_g_in_EM_water_drips_c_together_lowpass
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_water_drips_into_a_bucket;amb_g_in_EM_water_drips_into_a_bucket
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_waterfall_bright_1_loop;amb_g_in_EM_waterfall_bright_1_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_waterfall_bright_1_loop_pause;amb_g_in_EM_waterfall_bright_1_loop_pause
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_waterfall_bright_1_loop_resume;amb_g_in_EM_waterfall_bright_1_loop_resume
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_waterfall_bright_2_small_25m_loop;amb_g_in_EM_waterfall_bright_2_small_25m_loop
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_forest_rain_open;amb_g_in_EM_wind_forest_rain_open
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_forest_rain_open_light;amb_g_in_EM_wind_forest_rain_open_light
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_open;amb_g_in_EM_wind_open
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_rain_open;amb_g_in_EM_wind_rain_open
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_rain_open_25m;amb_g_in_EM_wind_rain_open_25m
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_rain_open_25m_no_go;amb_g_in_EM_wind_rain_open_25m_no_go
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_EM_wind_rain_open_no_go;amb_g_in_EM_wind_rain_open_no_go
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_stable_big_1;amb_g_in_stable_big_1
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_wooden_big_warm_windy_house;amb_g_in_wooden_big_warm_windy_house
;ambient;amb_global_w3.bnk;;amb_global_w3.bnk:amb_g_in_wooden_hollow_broken_house;amb_g_in_wooden_hollow_broken_house
